title,price,img
KiiBoom Phantom 81 V2 Crystal Gasket Mechanical Keyboard with Premium Acrylic Keyboard Dust Cover, $182.99, https://m.media-amazon.com/images/I/71minzcVFiL._AC_UY218_.jpg
KiiBoom Phantom 68 Crystal Mechanical Keyboard with Machenike G5 Pro Tri-mode PC Controller, $169.99, https://m.media-amazon.com/images/I/71RZ0X9PREL._AC_UY218_.jpg
KiiBoom Linear 55gf Matcha Latte Mechanical Keyboard Switch with Switch Puller, $21.99, https://m.media-amazon.com/images/I/51eFAeOAg9L._AC_UY218_.jpg
KiiBoom Phantom 68 Crystal Mechanical Keyboard with Machenike G5 Pro Tri-mode PC Controller, $189.99, https://m.media-amazon.com/images/I/71NgQvQTaRL._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with 70 Pieces Sapphire Blue Linear Switches, $165.99, https://m.media-amazon.com/images/I/71cKyxXYxyL._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with 70 Pieces Pink Linear Switches, $165.99, https://m.media-amazon.com/images/I/71g03euwTQL._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with Coiled Cable, $162.99, https://m.media-amazon.com/images/I/71yKjwhlTHL._AC_UY218_.jpg
KiiBoom Phantom 81 V2 Crystal Gasket Mechanical Keyboard with 70 Pieces Matcha Green Linear Switches, $195.99, https://m.media-amazon.com/images/I/71AfhnpEyyL._AC_UY218_.jpg
Feker K75 75% Gasket-mounted 2.4Ghz/BT 5.0/USB-C Wired Wireless Mechanical Keyboard  with Hot Swappable Board  TFT LCD Screen  Rotary Knob  5000mAh Battery  RGB for Win/Mac (White  Corgi Switch), Nothing, https://m.media-amazon.com/images/I/619kF3IqpGL._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with 70 Pieces Pink Linear Switches, $159.99, https://m.media-amazon.com/images/I/616WRn3xX7L._AC_UY218_.jpg
KiiBoom Phantom 81 Crystal Gasket Mechanical Keyboard with Premium Acrylic Keyboard Dust Cover, $182.99, https://m.media-amazon.com/images/I/71NobCM--NL._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with 70 Pieces Crystal Linear Switches, $165.99, https://m.media-amazon.com/images/I/7138djmNW+L._AC_UY218_.jpg
KiiBoom Phantom 68 65% Crystal Gasket Mechanical Keyboard with Meow Meow Squad Keycaps Set, $179.99, https://m.media-amazon.com/images/I/71knA9pJ9jL._AC_UY218_.jpg
KiiBoom Phantom 68 65% Crystal Gasket Mechanical Keyboard with Puppy Patrol Keycaps Set, $179.99, https://m.media-amazon.com/images/I/71uT0iVg1YL._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with 70 Pieces Pink Linear Switches, $165.99, https://m.media-amazon.com/images/I/71wmoXd790L._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with 70 Pieces Purple Linear Switches, $165.99, https://m.media-amazon.com/images/I/71A0zVATl6L._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with 70 Pieces Taro Milk Tactile Switches, $165.99, https://m.media-amazon.com/images/I/71cKFdLI3RL._AC_UY218_.jpg
KiiBoom Phantom 81 Crystal Gasket Mechanical Keyboard with Fantasy of Egypt-Pyramids PBT Keycaps Set, Nothing, https://m.media-amazon.com/images/I/71pC2Jd9VtL._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with 70 Pieces Matcha Green Linear Switches, $165.99, https://m.media-amazon.com/images/I/71b0BWLM2zL._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with 70 Pieces Topaz Linear Switches, $159.99, https://m.media-amazon.com/images/I/71xHRwSINSL._AC_UY218_.jpg
KiiBoom Phantom 68 65% Crystal Gasket Mechanical Keyboard with Puppy Patrol Keycaps Set, $179.99, https://m.media-amazon.com/images/I/71WNB4joKfL._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with 70 PiecesMatcha Linear Switches, $159.99, https://m.media-amazon.com/images/I/71j3OETMfaL._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with 70 Pieces Emerald Linear Switches, $165.99, https://m.media-amazon.com/images/I/71KyxyNmkxL._AC_UY218_.jpg
KiiBoom Phantom 68 65% Crystal Gasket Mechanical Keyboard with Meow Meow Squad Keycaps Set, $184.99, https://m.media-amazon.com/images/I/712akUyDICL._AC_UY218_.jpg
KiiBoom Phantom 68 Hot Swappable Gasket-Mounted Mechanical Keyboard with 70 Pieces Purple Linear Switches, $165.99, https://m.media-amazon.com/images/I/71vVks0hj4L._AC_UY218_.jpg
KiiBoom Phantom 68 65% Crystal Gasket Mechanical Keyboard with Purrfect Paws Keycaps Set, $172.99, https://m.media-amazon.com/images/I/71SMamRKfkL._AC_UY218_.jpg
KiiBoom Phantom 68 65% Crystal Gasket Mechanical Keyboard with Pink Transparent PC Keycaps Set, $173.99, https://m.media-amazon.com/images/I/715Zb3GVmfL._AC_UY218_.jpg
KiiBoom x Maorbeng Meow Meow Squad Keycaps Set with KTT Baby Pink 5 Pin Linear Mechanical Switch Set, $76.99, https://m.media-amazon.com/images/I/61CMXbign9L._AC_UY218_.jpg
KiiBoom Phantom 68 65% Crystal Gasket Mechanical Keyboard with Purple Transparent PC Keycaps Set, $173.99, https://m.media-amazon.com/images/I/71TqW3FpyyL._AC_UY218_.jpg
KiiBoom Ajazz AKC087 TKL Bluetooth 5.0/2.4G Wireless & Type-C Wired Hotswap Mechanical Keyboard  Stack-mounted  RGB Backlight  for Gamers/Mac/Win (AS Yellow Switch), Nothing, https://m.media-amazon.com/images/I/61Pyz5XA9QL._AC_UY218_.jpg
Firstblood B81 75% Bluetooth/2.4G/Type-C Acrylic Gasket Hotswap Mechanical Keyboard with Transparent PC Keycaps  South-facing RGB Backlight  Diamond-shaped Knob for Gamers/Mac/Win, Nothing, https://m.media-amazon.com/images/I/7128uK1p+WL._AC_UY218_.jpg
KiiBoom Phantom 98 Hot Swappable Crystal Gasket-Mounted Mechanical Keyboard  Triple Mode NKRO Gaming Keyboard with South-facing RGB  Clear Keycaps  8000mAh Battery for Win/Mac (Clear), Nothing, https://m.media-amazon.com/images/I/71aZVJha8GL._AC_UY218_.jpg
CIDOO ABM066 Alice-layout VIA-programmable Barebones Kit with Purrfect Paws Keycaps, $87.99, https://m.media-amazon.com/images/I/71SdkTJSJYL._AC_UY218_.jpg
KiiBoom Phantom 81 75% Hot Swappable Gasket-Mounted Mechanical Keyboard  BT5.0/2.4GHz/USB-C Wired Wireless NKRO Gaming Keyboard with South-facing RGB  Clear Keycaps  4000mAh Battery for Win/Mac, Nothing, https://m.media-amazon.com/images/I/71m62vVM5qL._AC_UY218_.jpg
CIDOO ABM066 Alice-layout Barebones Kit with Meow Meow Squad Keycaps Set, $99.99, https://m.media-amazon.com/images/I/71NdyqJPVNL._AC_UY218_.jpg
KiiBoom Loop 65 65% Full Aluminum Block Structure Mechanical Keyboard  QMK/VIA Gaming Keyboard  BT5.0/2.4GHz/USB-C Wireless Keyboard  Multiple Layout  Gasket  FR4 Plate  RGB for Win/Mac (Grey Black), Nothing, https://m.media-amazon.com/images/I/61NT3XEGSyL._AC_UY218_.jpg
Ajazz AK832 Pro 75% Gasket-mounted Bluetooth 5.1/2.4G Wireless & Type-C Wired Low-profile Keyboard  LED Screen  1.6M RGB with Outemu Switch for Mac/Win (Red Switch), Nothing, https://m.media-amazon.com/images/I/61p7phdl11L._AC_UY218_.jpg
KiiBoom Phantom 98 Hot Swappable Crystal Gasket-Mounted Mechanical Keyboard  Triple Mode NKRO Gaming Keyboard with South-facing RGB  Clear Keycaps  8000mAh Battery for Win/Mac (Pink), Nothing, https://m.media-amazon.com/images/I/71KrW-J33YL._AC_UY218_.jpg
CIDOO NEBULA 65% VIA-programmable Hot-Swappable Bluetooth/2.4Ghz/Type-C Tri-mode Mechanical Keyboard  with Rotary Knob  3000mAh Battery  NKRO  South-facing RGB  Dye-sub PBT Keycaps  for Win/Mac(Pink), Nothing, https://m.media-amazon.com/images/I/61idRyxk6UL._AC_UY218_.jpg
FIRSTBLOOD B9 9 Keys SA Profile Clear Shine Through PC Keycaps Set for Mechanical Gaming Keyboard  Compatible with Cherry Gateron Kailh MX Structure, Nothing, https://m.media-amazon.com/images/I/71RBVVBBJtL._AC_UY218_.jpg
KiiBoom Loop 75 75% Full Aluminum Block Structure Mechanical Keyboard  QMK/VIA Gaming Keyboard  BT5.0/2.4GHz/USB-C Wireless Keyboard  Multiple Layout  Gasket  FR4 Plate  RGB for Win/Mac (Red Black), Nothing, https://m.media-amazon.com/images/I/61tsrBpuYHL._AC_UY218_.jpg
KiiBoom FIRSTBLOOD B6 6 Keys Mechanical Number Pad  Hotswappable Numeric Keypad  Tri-modes Bluetooth/2.4Ghz/USB-C Wired Wireless  with Acrylic Case  600mAh Battery for Gaming Mac Win, Nothing, https://m.media-amazon.com/images/I/619dwbDV8oL._AC_UY218_.jpg
KiiBoom Phantom 81 75% BT5.0/2.4GHz/USB-C Gaming Keyboard (Black) with Ombre Coiled Cable (Strap Green), Nothing, https://m.media-amazon.com/images/I/71Qf++jqhOL._AC_UY218_.jpg
KiiBoom Phantom 81 V2 Crystal Gasket Mechanical Keyboard with 70 Pieces Matcha Green Linear Switches, Nothing, https://m.media-amazon.com/images/I/71JX8amMY-L._AC_UY218_.jpg
KiiBoom Phantom 81 V2 Crystal Mechanical Keyboard with Machenike G5 Pro Tri-mode PC Controller, Nothing, https://m.media-amazon.com/images/I/71pc-aCylNL._AC_UY218_.jpg
CIDOO NEBULA 65% VIA-programmable Hot-Swappable Bluetooth/2.4Ghz/Type-C Tri-mode Mechanical Keyboard  with Rotary Knob  3000mAh Battery  NKRO  South-facing RGB  Dye-sub PBT Keycaps  for Win/Mac, Nothing, https://m.media-amazon.com/images/I/61bvvEPxbNL._AC_UY218_.jpg
KiiBoom Phantom 81 75% Hot Swappable Gasket-Mounted Mechanical Keyboard with Coiled Cable, Nothing, https://m.media-amazon.com/images/I/61sAep-+OeL._AC_UY218_.jpg
CIDOO NEBULA 65% Barebones Kit  VIA-programmable Bluetooth/2.4Ghz/ Type-C Connectivities  Pre-assembled with Rotary Knob  FR4 Plate  3000mAh Battery  NKRO  RGB Backlight  for Win/Mac(Purple) (Pink), Nothing, https://m.media-amazon.com/images/I/71KyapSBebL._AC_UY218_.jpg
SK64 64 Tasti Hot Swap Tastiera Meccanica Cablata con RGB Retroilluminato ABS Tasti Freccia Tasti Impermeabile Programmabile per Win/Mac/Gaming (Gateron Ottico Marrone  Custodia Bianco), Nothing, https://m.media-amazon.com/images/I/51wy8FRk4WL._AC_UY218_.jpg
CIDOO NEBULA 65% VIA-programmable Hot-Swappable Bluetooth/2.4Ghz/Type-C Tri-mode Mechanical Keyboard  with Rotary Knob  3000mAh Battery  NKRO  South-facing RGB  Dye-sub PBT Keycaps  for Win/Mac(Blue), Nothing, https://m.media-amazon.com/images/I/61G8bmRhQlL._AC_UY218_.jpg
KiiBoom Phantom 81 V2 Crystal Gasket Mechanical Keyboard with Premium Acrylic Keyboard Dust Cover, Nothing, https://m.media-amazon.com/images/I/713WrqRt-5L._AC_UY218_.jpg
